103,14865,Marquise,Goodwin,WR,15,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14865-marquise-goodwin.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14865-marquise-goodwin.svg,28
106,14867,Dustin,Hopkins,K,6,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14867-dustin-hopkins.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14867-dustin-hopkins.svg,17
109,14895,Geno,Smith,QB,7,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14895-geno-smith.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14895-geno-smith.svg,28
112,15136,Micah,Hyde,S,23,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15136-micah-hyde.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15136-micah-hyde.svg,4
113,14985,Ryan,Griffin,TE,84,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14985-ryan-griffin.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14985-ryan-griffin.svg,6
117,14986,DeAndre,Hopkins,WR,10,,f,t,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14986-deandre-hopkins.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14986-deandre-hopkins.svg,1
118,14871,Robert,Woods,WR,2,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14871-robert-woods.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14871-robert-woods.svg,31
126,15185,Kenjon,Barner,RB,38,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15185-kenjon-barner.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15185-kenjon-barner.svg,30
127,15215,Tavon,Austin,WR,86,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15215-tavon-austin.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15215-tavon-austin.svg,4
128,15203,Steven,Means,OLB,60,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15203-steven-means.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15203-steven-means.svg,3
129,14916,Giovani,Bernard,RB,25,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14916-giovani-bernard.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14916-giovani-bernard.svg,30
132,15125,Sam,Martin,P,6,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15125-sam-martin.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15125-sam-martin.svg,10
38,13761,Stephon,Gilmore,CB,5,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/13761-stephon-gilmore.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/13761-stephon-gilmore.svg,14
35,14469,Justin,Bethel,CB,29,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14469-justin-bethel.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14469-justin-bethel.svg,22
42,13882,Kevin,Zeitler,G,70,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/13882-kevin-zeitler.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/13882-kevin-zeitler.svg,3
48,9902,Chase,Daniel,QB,4,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/9902-chase-daniel.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/9902-chase-daniel.svg,17
51,14037,Julian,Stanford,ILB,50,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14037-julian-stanford.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14037-julian-stanford.svg,5
